assists_away_team,assists_home_team,attendance,away_goals,away_goals_details,away_manager,away_team,blocks_away_team,blocks_home_team,clearances_away_team,clearances_home_team,corners_away_team,corners_home_team,crosses_away_team,crosses_home_team,date,fouls_away_team,fouls_home_team,free_kicks_away_team,free_kicks_home_team,handballs_away_team,handballs_home_team,home_goals,home_goals_details,home_manager,home_team,offsides_away_team,offsides_home_team,penalties_away_team,penalties_home_team,red_cards_away_team,red_cards_home_team,referee,result,saves_away_team,saves_home_team,season,shots_off_target_away_team,shots_off_target_home_team,shots_on_target_away_team,shots_on_target_home_team,throw_ins_away_team,throw_ins_home_team,total_shots_away_team,total_shots_home_team,venue,yellow_cards_away_team,yellow_cards_home_team
1,0,27716,2,"André Schürrle (72),Fernando Torres (75)",José Mourinho,Chelsea,2,8,18,30,8,3,19,15,Sunday 11 May 2014,9,7,7,11,0,0,1,César Azpilicueta (15 OG),Ole Gunnar Solskjaer,Cardiff,2,1,0,0,0,0,Michael Oliver,1-2,3,4,2013-2014,13,4,8,3,24,19,21,7,Cardiff City Stadium,2,1
1,2,24447,2,"Dwight Gayle (28, 83)",Tony Pulis,Crystal Palace,3,4,34,33,4,6,9,28,Sunday 11 May 2014,15,11,10,14,1,1,2,"Cauley Woodrow (61),Chris David (90+4)",Felix Magath,Fulham,1,1,0,0,0,0,Kevin Friend,2-2,3,4,2013-2014,4,7,6,5,17,22,10,12,Craven Cottage,1,3
2,0,24848,2,"James McCarthy (9),Romelu Lukaku (46)",Roberto Martinez,Everton,4,2,20,26,4,6,7,17,Sunday 11 May 2014,8,8,10,9,1,0,0,,Steve Bruce,Hull,2,2,0,0,0,0,Howard Webb,0-2,3,2,2013-2014,5,5,4,3,17,11,9,8,The KC Stadium,1,0
0,2,44724,1,Martin Skrtel (20 OG),Alan Pardew,Newcastle,3,3,26,25,2,6,10,16,Sunday 11 May 2014,16,8,11,16,1,0,2,"Daniel Agger (63),Daniel Sturridge (65)",Brendan Rodgers,Liverpool,2,3,0,0,2,0,Phil Dowd,2-1,3,2,2013-2014,3,3,2,6,18,14,5,9,Anfield,3,1
0,1,47300,0,,Sam Allardyce,West Ham,11,0,34,15,1,12,16,20,Sunday 11 May 2014,9,7,8,10,0,0,2,"Samir Nasri (39),Vincent Kompany (49)",Manuel Pellegrini,Man City,1,2,0,0,0,0,Martin Atkinson,2-0,5,0,2013-2014,3,10,0,7,17,17,3,17,Etihad Stadium,2,2
1,0,26848,2,"Aaron Ramsey (53),Carl Jenkinson (62)",Arsène Wenger,Arsenal,1,2,23,20,4,4,13,10,Sunday 11 May 2014,5,6,8,6,0,0,0,,Neil Adams,Norwich,1,3,0,0,0,0,Lee Mason,0-2,5,6,2013-2014,4,4,8,5,23,19,12,9,Carrow Road,0,1
0,1,31372,1,Juan Mata (54),Ryan Giggs,Man Utd,4,1,35,16,2,6,14,18,Sunday 11 May 2014,5,16,14,10,0,0,1,Rickie Lambert (28),Mauricio Pochettino,Southampton,6,0,0,0,0,0,Mike Dean,1-1,5,1,2013-2014,6,5,2,6,21,21,8,11,St. Mary's Stadium,2,3
2,1,45580,3,"Nathan Dyer (7),Marvin Emnes (14),Wilfried Bony (54)",Garry Monk,Swansea,4,2,34,24,3,6,11,19,Sunday 11 May 2014,15,14,13,14,0,0,1,Fabio Borini (50),Gus Poyet,Sunderland,0,0,0,0,0,0,Chris Foy,1-3,3,1,2013-2014,1,12,4,4,21,28,5,16,Stadium of Light,3,2
0,0,35826,0,,Paul Lambert,Aston Villa,2,1,21,19,1,5,15,16,Sunday 11 May 2014,11,11,17,10,1,0,3,"Paulinho (14),Nathan Baker (35 OG),Emmanuel Adebayor (38 Pen)",Tim Sherwood,Spurs,0,6,0,1,0,0,Jonathan Moss,3-0,5,1,2013-2014,2,4,2,6,25,18,4,10,White Hart Lane,0,1
1,1,26613,2,"Gareth McAuley (22 OG),Charlie Adam (87)",Mark Hughes,Stoke,5,3,27,17,6,11,6,14,Sunday 11 May 2014,7,4,5,10,0,1,1,Stéphane Sessegnon (56),Pepe Mel,West Brom,3,1,0,0,0,0,Lee Probert,1-2,4,3,2013-2014,7,7,4,6,18,16,11,13,The Hawthorns,0,0
0,3,47023,0,,Paul Lambert,Aston Villa,4,3,36,20,2,7,9,24,Wednesday 7 May 2014,9,8,11,7,0,1,4,"Edin Dzeko (64, 72),Stevan Jovetic (89),Yaya Touré (90+3)",Manuel Pellegrini,Man City,0,3,0,0,0,0,Michael Oliver,4-0,5,0,2013-2014,2,5,0,9,19,27,2,14,Etihad Stadium,2,1
0,2,45181,0,,Pepe Mel,West Brom,3,5,16,19,0,5,15,7,Wednesday 7 May 2014,12,14,12,13,0,1,2,"Jack Colback (13),Fabio Borini (31)",Gus Poyet,Sunderland,1,0,0,0,0,0,Lee Mason,2-0,2,3,2013-2014,5,3,3,4,19,29,8,7,Stadium of Light,0,0
1,1,75341,1,Matty Fryatt (63),Steve Bruce,Hull,6,0,13,22,0,8,11,10,Tuesday 6 May 2014,9,13,13,8,1,0,3,"James Wilson (31, 61),Robin van Persie (86)",Ryan Giggs,Man Utd,1,0,0,0,0,0,Craig Pawson,3-1,4,2,2013-2014,0,4,2,7,11,14,2,11,Old Trafford,1,1
2,3,25261,3,"Joe Allen (18),Damien Delaney (53 OG),Luis Suárez (55)",Brendan Rodgers,Liverpool,1,9,28,21,7,7,7,21,Monday 5 May 2014,12,7,6,14,1,1,3,"Damien Delaney (79),Dwight Gayle (81, 88)",Tony Pulis,Crystal Palace,3,0,0,0,0,0,Mark Clattenburg,3-3,3,6,2013-2014,9,3,8,7,11,15,17,10,Selhurst Park,3,2
0,0,41602,0,,Neil Adams,Norwich,7,2,46,27,2,5,4,28,Sunday 4 May 2014,17,9,13,18,1,0,0,,José Mourinho,Chelsea,1,4,0,0,0,0,Neil Swarbrick,0-0,4,3,2013-2014,1,10,3,4,13,28,4,14,Stamford Bridge,3,1
0,1,60021,0,,Pepe Mel,West Brom,6,4,29,39,10,9,13,15,Sunday 4 May 2014,6,9,9,7,0,1,1,Olivier Giroud (14),Arsène Wenger,Arsenal,2,0,0,0,0,0,Mike Jones,1-0,3,1,2013-2014,6,5,1,4,28,21,7,9,Emirates Stadium,2,2
3,2,39454,3,"Sergio Agüero (22),Edin Dzeko (43, 48)",Manuel Pellegrini,Man City,2,6,22,20,3,4,13,10,Saturday 3 May 2014,9,3,6,9,0,0,2,"Ross Barkley (11),Romelu Lukaku (65)",Roberto Martinez,Everton,0,3,0,0,0,0,Lee Probert,2-3,2,3,2013-2014,6,3,6,4,16,20,12,7,Goodison Park,3,0
0,2,37182,1,Jordan Bowery (28 OG),Steve Bruce,Hull,2,2,45,29,5,8,24,14,Saturday 3 May 2014,9,14,14,12,0,1,3,"Ashley Westwood (1),Andreas Weimann (41, 45+3)",Paul Lambert,Aston Villa,3,0,0,0,0,0,Mike Dean,3-1,5,2,2013-2014,4,4,2,10,34,27,6,14,Villa Park,0,0
1,0,75347,1,Sebastian Larsson (30),Gus Poyet,Sunderland,2,1,33,21,0,8,7,35,Saturday 3 May 2014,12,11,12,14,0,1,0,,Ryan Giggs,Man Utd,3,2,0,0,0,0,Howard Webb,0-1,2,0,2013-2014,6,12,1,2,19,19,7,14,Old Trafford,1,2
0,2,50239,0,,Ole Gunnar Solskjaer,Cardiff,10,5,29,37,6,10,15,18,Saturday 3 May 2014,6,9,9,6,0,1,3,"Shola Ameobi (18),Loïc Remy (87),Steven Taylor (90+1)",Alan Pardew,Newcastle,2,0,0,0,0,0,Martin Atkinson,3-0,3,2,2013-2014,8,5,3,6,28,22,11,11,St. James' Park,0,1
1,3,27429,1,Kieran Richardson (80),Felix Magath,Fulham,6,5,17,22,5,3,17,22,Saturday 3 May 2014,13,9,11,12,3,0,4,"Peter Odemwingie (39),Marko Arnautovic (54),Oussama Assaidi (73),Jonathan Walters (82)",Mark Hughes,Stoke,0,2,0,0,0,0,Chris Foy,4-1,5,1,2013-2014,3,9,2,8,26,25,5,17,Britannia Stadium,2,0
0,0,20682,1,Rickie Lambert (90+3),Mauricio Pochettino,Southampton,1,6,19,30,5,3,20,8,Saturday 3 May 2014,5,11,12,5,0,1,0,,Garry Monk,Swansea,1,2,0,0,0,0,Anthony Taylor,0-1,3,3,2013-2014,6,7,4,3,23,32,10,10,Liberty Stadium,1,1
0,0,34977,0,,Tim Sherwood,Spurs,3,4,40,39,6,10,15,22,Saturday 3 May 2014,16,10,13,13,1,0,2,"Harry Kane (27 OG),Stewart Downing (44)",Sam Allardyce,West Ham,0,3,0,0,1,0,Phil Dowd,2-0,7,4,2013-2014,5,9,4,8,37,19,9,17,Boleyn Ground,4,0
0,2,60023,0,,Alan Pardew,Newcastle,3,1,38,25,0,14,16,21,Monday 28 April 2014,8,9,13,10,0,1,3,"Laurent Koscielny (26),Mesut Özil (42),Olivier Giroud (66)",Arsène Wenger,Arsenal,2,4,0,0,0,0,Neil Swarbrick,3-0,5,3,2013-2014,4,9,3,8,25,17,7,17,Emirates Stadium,2,3
2,0,24769,2,"Edin Dzeko (4),Yaya Touré (43)",Manuel Pellegrini,Man City,0,4,28,41,8,4,17,17,Sunday 27 April 2014,10,9,12,10,0,0,0,,Tony Pulis,Crystal Palace,0,4,0,0,0,0,Howard Webb,0-2,2,4,2013-2014,6,1,6,2,22,26,12,3,Selhurst Park,1,3
1,0,44726,2,"Demba Ba (45+3),Willian (90+4)",José Mourinho,Chelsea,7,4,54,22,2,14,4,30,Sunday 27 April 2014,7,9,9,7,0,1,0,,Brendan Rodgers,Liverpool,0,1,0,0,0,0,Martin Atkinson,0-2,8,2,2013-2014,3,11,4,8,20,24,7,19,Anfield,4,0
0,3,42397,0,,Ole Gunnar Solskjaer,Cardiff,8,1,31,18,5,11,19,11,Sunday 27 April 2014,11,10,9,10,0,0,4,"Connor Wickham (26, 86),Fabio Borini (45+1 Pen),Emanuele Giaccherini (76)",Gus Poyet,Sunderland,0,0,0,1,1,0,Phil Dowd,4-0,3,1,2013-2014,4,6,1,7,23,18,5,13,Stadium of Light,3,5
0,3,75208,0,,Neil Adams,Norwich,6,3,34,34,3,5,18,18,Saturday 26 April 2014,9,13,13,8,1,1,4,"Wayne Rooney (41 Pen, 48),Juan Mata (63, 73)",Ryan Giggs,Man Utd,0,1,0,1,0,0,Lee Probert,4-0,7,2,2013-2014,4,8,2,11,19,22,6,19,Old Trafford,1,1
1,2,25700,2,"Nikica Jelavic (75),Shane Long (87)",Steve Bruce,Hull,0,3,36,31,2,7,15,18,Saturday 26 April 2014,7,8,8,8,1,0,2,"Ashkan Dejagah (55),Fernando Amorebieta (58)",Felix Magath,Fulham,1,0,0,0,0,0,Lee Mason,2-2,1,3,2013-2014,1,7,4,3,24,27,5,10,Craven Cottage,3,1
1,0,26021,1,Danny Rose (33),Tim Sherwood,Spurs,4,7,28,25,3,4,17,13,Saturday 26 April 2014,6,11,14,7,1,0,0,,Mark Hughes,Stoke,2,4,0,0,0,1,Andre Marriner,0-1,3,3,2013-2014,5,10,4,3,34,22,9,13,Britannia Stadium,2,1
1,2,20701,1,Gabriel Agbonlahor (22),Paul Lambert,Aston Villa,1,5,25,35,6,9,25,20,Saturday 26 April 2014,12,9,10,12,0,0,4,"Wilfried Bony (10, 90+4 Pen),Jonjo Shelvey (26),Pablo Hernández (73)",Garry Monk,Swansea,1,5,0,1,0,0,Mark Clattenburg,4-1,4,2,2013-2014,3,2,3,8,32,29,6,10,Liberty Stadium,3,1
0,1,26541,0,,Sam Allardyce,West Ham,4,0,33,37,6,7,27,19,Saturday 26 April 2014,8,14,16,6,0,0,1,Saido Berahino (11),Pepe Mel,West Brom,0,2,0,0,0,0,Mike Dean,1-0,5,4,2013-2014,6,9,3,6,28,20,9,15,The Hawthorns,1,0
0,0,31313,0,,Roberto Martinez,Everton,6,5,26,31,7,4,19,18,Saturday 26 April 2014,12,13,14,16,0,0,2,"Antolin Alcaraz (1 OG),Seamus Coleman (31 OG)",Mauricio Pochettino,Southampton,5,1,0,0,0,0,Michael Oliver,2-0,4,2,2013-2014,2,4,4,4,20,16,6,8,St. Mary's Stadium,2,0
1,1,46564,1,Graham Dorrans (16),Pepe Mel,West Brom,8,2,19,17,2,8,15,12,Monday 21 April 2014,7,9,10,9,0,0,3,"Pablo Zabaleta (3),Sergio Agüero (10),Martín Demichelis (36)",Manuel Pellegrini,Man City,3,3,0,0,0,0,Phil Dowd,3-1,3,2,2013-2014,5,5,3,6,18,16,8,11,Etihad Stadium,1,1
0,1,39436,0,,David Moyes,Man Utd,5,4,32,39,5,6,14,12,Sunday 20 April 2014,8,9,10,11,1,1,2,"Leighton Baines (28 Pen),Kevin Mirallas (43)",Roberto Martinez,Everton,4,2,0,1,0,0,Mark Clattenburg,2-0,3,3,2013-2014,3,6,2,5,18,21,5,11,Goodison Park,2,2
2,0,24762,3,"Aaron Ramsey (31),Lukas Podolski (45, 54)",Arsène Wenger,Arsenal,2,1,48,29,0,7,7,24,Sunday 20 April 2014,7,10,14,9,0,1,0,,Steve Bruce,Hull,2,5,0,0,0,0,Jonathan Moss,0-3,4,3,2013-2014,5,7,6,4,16,28,11,11,The KC Stadium,1,1
2,1,26857,3,"Raheem Sterling (4, 62),Luis Suárez (11)",Brendan Rodgers,Liverpool,6,2,52,9,3,8,2,30,Sunday 20 April 2014,10,16,16,11,1,0,2,"Gary Hooper (54),Robert Snodgrass (77)",Neil Adams,Norwich,1,0,0,0,0,0,Andre Marriner,2-3,3,3,2013-2014,6,2,6,5,22,31,12,7,Carrow Road,2,3
0,1,41210,2,"Connor Wickham (18),Fabio Borini (82 Pen)",Gus Poyet,Sunderland,8,0,46,31,4,10,9,23,Saturday 19 April 2014,14,11,11,14,1,0,1,Samuel Eto'o (12),José Mourinho,Chelsea,1,1,1,0,0,0,Mike Dean,1-2,14,1,2013-2014,4,8,3,15,21,30,7,23,Stamford Bridge,2,1
0,0,35134,0,,Mauricio Pochettino,Southampton,1,1,27,21,3,5,13,18,Saturday 19 April 2014,11,11,16,14,0,0,0,,Paul Lambert,Aston Villa,3,5,0,0,0,0,Lee Mason,0-0,2,2,2013-2014,0,4,2,1,28,29,2,5,Villa Park,2,0
0,0,27686,1,Marko Arnautovic (45+3 Pen),Mark Hughes,Stoke,6,4,25,25,7,12,20,10,Saturday 19 April 2014,12,6,8,10,0,0,1,Peter Whittingham (51 Pen),Ole Gunnar Solskjaer,Cardiff,0,3,1,1,0,0,Howard Webb,1-1,3,4,2013-2014,6,3,5,4,18,20,11,7,Cardiff City Stadium,3,2
1,1,51057,2,"Wilfried Bony (45+1, 90+2 Pen)",Garry Monk,Swansea,1,4,42,32,8,2,18,16,Saturday 19 April 2014,9,6,5,14,0,0,1,Shola Ameobi (23),Alan Pardew,Newcastle,5,1,1,0,0,0,Chris Foy,1-2,4,0,2013-2014,4,9,2,4,20,16,6,13,St. James' Park,0,2
0,0,34977,1,Mile Jedinak (59 Pen),Tony Pulis,Crystal Palace,3,6,74,35,11,3,11,35,Saturday 19 April 2014,16,7,7,16,1,0,0,,Sam Allardyce,West Ham,1,1,1,0,0,0,Martin Atkinson,0-1,4,1,2013-2014,2,6,3,4,19,25,5,10,Boleyn Ground,1,1
0,3,35841,1,Steve Sidwell (37),Felix Magath,Fulham,4,1,36,32,5,4,8,19,Saturday 19 April 2014,11,8,9,14,1,1,3,"Paulinho (35),Harry Kane (48),Younes Kaboul (62)",Tim Sherwood,Spurs,4,2,1,0,0,0,Lee Probert,3-1,2,4,2013-2014,5,5,4,5,19,22,9,10,White Hart Lane,1,0
3,1,39333,3,"Jason Puncheon (23),Scott Dann (49),Cameron Jerome (73)",Tony Pulis,Crystal Palace,3,0,38,17,3,13,10,31,Wednesday 16 April 2014,10,6,6,13,0,0,2,"Steven Naismith (61),Kevin Mirallas (86)",Roberto Martinez,Everton,3,0,0,0,0,0,Andre Marriner,2-3,3,1,2013-2014,3,9,4,5,15,29,7,14,Goodison Park,2,1
2,2,47046,2,"Connor Wickham (73, 83)",Gus Poyet,Sunderland,2,0,14,25,6,3,15,20,Wednesday 16 April 2014,10,14,14,11,0,1,2,"Fernandinho (2),Samir Nasri (88)",Manuel Pellegrini,Man City,1,0,0,0,0,0,Martin Atkinson,2-2,2,1,2013-2014,8,9,3,4,16,12,11,13,Etihad Stadium,3,1
0,3,59977,1,Matthew Jarvis (40),Sam Allardyce,West Ham,3,2,35,31,3,4,22,13,Tuesday 15 April 2014,12,14,16,13,0,0,3,"Lukas Podolski (44, 78),Olivier Giroud (55)",Arsène Wenger,Arsenal,2,2,0,0,0,0,Kevin Friend,3-1,5,1,2013-2014,7,3,2,8,21,20,9,11,Emirates Stadium,2,2
1,0,20761,1,Demba Ba (68),José Mourinho,Chelsea,1,10,22,30,12,5,20,10,Sunday 13 April 2014,13,8,8,15,2,0,0,,Garry Monk,Swansea,3,1,0,0,0,1,Phil Dowd,0-1,4,1,2013-2014,13,2,3,4,25,20,16,6,Liberty Stadium,2,0
1,2,44601,2,"David Silva (57),Glen Johnson (62 OG)",Manuel Pellegrini,Man City,0,4,18,45,7,7,20,8,Sunday 13 April 2014,9,7,11,10,1,0,3,"Raheem Sterling (6),Martin Skrtel (26),Philippe Coutinho (78)",Brendan Rodgers,Liverpool,1,5,0,0,0,1,Mark Clattenburg,3-2,1,3,2013-2014,4,6,5,5,29,20,9,11,Anfield,3,1
0,1,25564,0,,Paul Lambert,Aston Villa,1,1,36,31,4,2,20,23,Saturday 12 April 2014,12,7,10,11,1,1,1,Jason Puncheon (76),Tony Pulis,Crystal Palace,0,3,0,0,0,0,Howard Webb,1-0,3,3,2013-2014,2,9,4,4,28,36,6,13,Selhurst Park,2,0
0,1,25028,0,,Neil Adams,Norwich,3,3,24,35,8,8,18,17,Saturday 12 April 2014,12,10,9,14,0,0,1,Hugo Rodallega (40),Felix Magath,Fulham,3,0,0,0,0,0,Mike Dean,1-0,1,4,2013-2014,6,8,4,3,27,28,10,11,Craven Cottage,3,1
0,0,30526,1,Cala (65),Ole Gunnar Solskjaer,Cardiff,4,0,40,11,5,5,4,22,Saturday 12 April 2014,7,9,8,8,0,0,0,,Mauricio Pochettino,Southampton,2,0,0,0,0,0,Jonathan Moss,0-1,7,3,2013-2014,2,8,4,7,12,29,6,15,St. Mary's Stadium,0,0
0,1,27400,0,,Alan Pardew,Newcastle,2,5,25,40,5,4,15,17,Saturday 12 April 2014,11,12,14,10,0,0,1,Erik Pieters (42),Mark Hughes,Stoke,1,2,0,0,0,0,Mike Jones,1-0,2,1,2013-2014,7,5,1,3,30,22,8,8,Britannia Stadium,1,1
0,0,38445,1,Wes Brown (75 OG),Roberto Martinez,Everton,11,7,29,26,6,6,15,16,Saturday 12 April 2014,15,17,19,14,0,1,0,,Gus Poyet,Sunderland,0,3,0,0,0,0,Lee Probert,0-1,5,4,2013-2014,10,7,3,7,22,14,13,14,Stadium of Light,2,3
1,0,25398,3,"Jonas Olsson (34 OG),Harry Kane (70),Christian Eriksen (90+4)",Tim Sherwood,Spurs,0,5,25,37,2,2,22,10,Saturday 12 April 2014,8,11,11,11,0,0,3,"Matej Vydra (1),Chris Brunt (4),Stéphane Sessegnon (31)",Pepe Mel,West Brom,3,3,1,0,0,0,Neil Swarbrick,3-3,2,6,2013-2014,7,1,8,6,23,19,15,7,The Hawthorns,2,4
0,4,34410,1,Lee Cattermole (17),Gus Poyet,Sunderland,11,1,25,12,2,8,5,17,Monday 7 April 2014,8,12,13,10,1,0,5,"Emmanuel Adebayor (28, 86),Harry Kane (59),Christian Eriksen (78),Gylfi Sigurdsson (90+2)",Tim Sherwood,Spurs,4,2,0,0,0,0,Lee Mason,5-1,6,3,2013-2014,3,7,4,11,24,28,7,18,White Hart Lane,2,0
0,0,34977,2,"Steven Gerrard (44 Pen, 71 Pen)",Brendan Rodgers,Liverpool,2,2,47,35,4,4,8,27,Sunday 6 April 2014,9,10,7,8,0,1,1,Guy Demel (45+2),Sam Allardyce,West Ham,0,0,2,0,0,0,Anthony Taylor,1-2,0,6,2013-2014,7,8,8,1,24,24,15,9,Boleyn Ground,0,4
0,1,39504,0,,Arsène Wenger,Arsenal,3,6,33,23,6,3,22,11,Sunday 6 April 2014,5,6,8,8,0,0,3,"Steven Naismith (14),Romelu Lukaku (34),Mikel Arteta (61 OG)",Roberto Martinez,Everton,3,2,0,0,0,0,Martin Atkinson,3-0,5,5,2013-2014,4,2,6,7,25,24,10,9,Goodison Park,2,1
0,2,41168,0,,Mark Hughes,Stoke,1,1,31,23,3,7,8,8,Saturday 5 April 2014,18,8,9,16,1,0,3,"Mohamed Salah (32),Frank Lampard (61),Willian (72)",José Mourinho,Chelsea,1,1,0,1,0,0,Lee Probert,3-0,5,2,2013-2014,1,9,2,8,16,23,3,17,Stamford Bridge,0,0
2,1,33532,2,"Kieran Richardson (61),Hugo Rodallega (86)",Felix Magath,Fulham,3,4,34,35,7,2,14,21,Saturday 5 April 2014,13,10,10,14,0,0,1,Grant Holt (70),Paul Lambert,Aston Villa,1,0,0,0,0,0,Michael Oliver,1-2,5,5,2013-2014,4,3,8,6,22,28,12,9,Villa Park,2,3
2,0,27687,3,"Jason Puncheon (31, 88),Joe Ledley (71)",Tony Pulis,Crystal Palace,5,3,59,24,3,10,7,26,Saturday 5 April 2014,13,5,5,12,0,1,0,,Ole Gunnar Solskjaer,Cardiff,0,0,0,0,0,0,Phil Dowd,0-3,3,5,2013-2014,2,5,8,3,15,28,10,8,Cardiff City Stadium,4,2
0,1,22744,0,,Garry Monk,Swansea,0,1,46,36,2,7,22,22,Saturday 5 April 2014,18,6,8,16,0,2,1,George Boyd (39),Steve Bruce,Hull,0,2,0,0,0,0,Howard Webb,1-0,3,2,2013-2014,9,4,2,4,32,19,11,8,The KC Stadium,2,0
3,0,52081,4,"Juan Mata (39, 50),Javier Hernández (64),Adnan Januzaj (90+3)",David Moyes,Man Utd,2,0,36,25,5,4,12,21,Saturday 5 April 2014,6,16,14,8,1,0,0,,Alan Pardew,Newcastle,2,0,0,0,0,0,Kevin Friend,0-4,4,0,2013-2014,4,8,4,4,33,21,8,12,St. James' Park,0,1
1,0,26859,1,Morgan Amalfitano (16),Pepe Mel,West Brom,2,1,45,8,3,7,4,26,Saturday 5 April 2014,11,10,10,12,0,0,0,,Chris Hughton,Norwich,2,1,0,0,0,0,Mark Clattenburg,0-1,4,4,2013-2014,2,6,5,4,19,34,7,10,Carrow Road,0,1
0,3,47009,1,Rickie Lambert (37 Pen),Mauricio Pochettino,Southampton,2,1,29,31,9,5,13,8,Saturday 5 April 2014,15,9,8,15,1,1,4,"Yaya Touré (3 Pen),Samir Nasri (45+1),Edin Dzeko (45+4),Stevan Jovetic (81)",Manuel Pellegrini,Man City,1,1,1,1,0,0,Chris Foy,4-1,4,0,2013-2014,3,5,1,8,22,21,4,13,Etihad Stadium,0,3
2,1,37396,2,"Andy Carroll (9),Mohamed Diamé (50)",Sam Allardyce,West Ham,5,1,47,24,3,8,14,29,Monday 31 March 2014,14,11,12,15,1,1,1,Adam Johnson (65),Gus Poyet,Sunderland,1,1,0,0,0,0,Howard Webb,1-2,6,5,2013-2014,4,14,6,7,19,27,10,21,Stadium of Light,4,2
0,1,44762,0,,Tim Sherwood,Spurs,0,5,23,21,7,5,10,11,Sunday 30 March 2014,10,9,11,7,2,0,4,"Younes Kaboul (2 OG),Luis Suárez (25),Philippe Coutinho (55),Jordan Henderson (75)",Brendan Rodgers,Liverpool,1,2,0,0,0,0,Phil Dowd,4-0,2,4,2013-2014,6,6,5,5,23,24,11,11,Anfield,2,0
2,1,25454,3,"David Stockdale (50 OG),Kevin Mirallas (79),Steven Naismith (87)",Roberto Martinez,Everton,6,4,28,40,6,5,17,26,Sunday 30 March 2014,4,7,15,5,0,1,1,Ashkan Dejagah (71),Felix Magath,Fulham,1,8,0,0,0,0,Anthony Taylor,1-3,7,5,2013-2014,3,9,7,9,29,21,10,18,Craven Cottage,2,1
0,1,60060,1,David Silva (18),Manuel Pellegrini,Man City,1,3,27,38,6,6,14,17,Saturday 29 March 2014,11,8,10,11,1,0,1,Mathieu Flamini (53),Arsène Wenger,Arsenal,0,2,0,0,0,0,Mike Dean,1-1,2,4,2013-2014,8,5,4,3,19,31,12,8,Emirates Stadium,4,1
0,0,25166,0,,José Mourinho,Chelsea,1,8,33,61,13,2,27,14,Saturday 29 March 2014,4,10,11,5,1,0,1,John Terry (52 OG),Tony Pulis,Crystal Palace,3,1,0,0,0,0,Lee Mason,1-0,4,2,2013-2014,10,9,3,4,25,20,13,13,Selhurst Park,1,4
0,4,31360,0,,Alan Pardew,Newcastle,2,2,17,12,5,7,15,21,Saturday 29 March 2014,6,5,6,5,0,0,4,"Jay Rodriguez (45+1, 89),Rickie Lambert (49),Adam Lallana (70)",Mauricio Pochettino,Southampton,0,2,0,0,0,0,Andre Marriner,4-0,7,2,2013-2014,1,10,2,11,22,18,3,21,St. Mary's Stadium,1,0
0,0,27029,0,,Steve Bruce,Hull,6,0,40,23,1,8,15,10,Saturday 29 March 2014,9,9,11,9,1,0,1,Peter Odemwingie (62),Mark Hughes,Stoke,1,3,0,0,0,0,Neil Swarbrick,1-0,2,3,2013-2014,2,6,3,3,27,22,5,9,Britannia Stadium,0,2
0,3,20371,0,,Chris Hughton,Norwich,4,3,24,22,4,7,17,17,Saturday 29 March 2014,9,15,16,11,0,0,3,"Jonathan de Guzmán (30, 38),Wayne Routledge (75)",Garry Monk,Swansea,2,1,0,0,0,0,Jonathan Moss,3-0,4,3,2013-2014,1,5,4,7,10,21,5,12,Liberty Stadium,2,1
3,1,25661,3,"Jordon Mutch (30),Steven Caulker (73),Mats Möller Daehli (90+5)",Ole Gunnar Solskjaer,Cardiff,3,5,26,30,1,4,12,21,Saturday 29 March 2014,13,12,14,14,2,1,3,"Morgan Amalfitano (2),Graham Dorrans (9),Thievy (90+4)",Pepe Mel,West Brom,2,2,0,0,0,0,Michael Oliver,3-3,3,2,2013-2014,1,6,5,6,30,23,6,12,The Hawthorns,1,1
0,2,75368,1,Ashley Westwood (13),Paul Lambert,Aston Villa,2,2,18,34,5,0,14,17,Saturday 29 March 2014,17,10,11,18,0,1,4,"Wayne Rooney (20, 45 Pen),Juan Mata (57),Javier Hernández (90+1)",David Moyes,Man Utd,2,2,0,1,0,0,Martin Atkinson,4-1,2,0,2013-2014,7,1,1,6,28,26,8,7,Old Trafford,4,2
1,1,44524,1,Ki Sung-yueng (76),Gus Poyet,Sunderland,1,2,17,32,4,3,21,12,Wednesday 26 March 2014,15,5,7,14,1,0,2,"Steven Gerrard (39),Daniel Sturridge (48)",Brendan Rodgers,Liverpool,2,2,0,0,0,0,Kevin Friend,2-1,5,3,2013-2014,6,11,4,7,21,25,10,18,Anfield,2,0
0,0,31033,1,Tom Huddlestone (48),Steve Bruce,Hull,3,0,26,33,5,4,19,18,Wednesday 26 March 2014,10,11,12,12,1,0,2,"Mark Noble (26 Pen),James Chester (54 OG)",Sam Allardyce,West Ham,3,2,0,1,1,0,Mike Dean,2-1,2,2,2013-2014,6,4,4,3,27,29,10,7,Boleyn Ground,1,0
1,2,59937,2,"Wilfried Bony (11),Mathieu Flamini (90 OG)",Garry Monk,Swansea,2,1,61,23,0,7,12,26,Tuesday 25 March 2014,12,11,11,15,0,0,2,"Lukas Podolski (73),Olivier Giroud (74)",Arsène Wenger,Arsenal,3,0,0,0,0,0,Lee Probert,2-2,2,1,2013-2014,5,5,2,5,9,19,7,10,Emirates Stadium,1,0
