assists_away_team,assists_home_team,attendance,away_goals,away_goals_details,away_manager,away_team,blocks_away_team,blocks_home_team,clearances_away_team,clearances_home_team,corners_away_team,corners_home_team,crosses_away_team,crosses_home_team,date,fouls_away_team,fouls_home_team,free_kicks_away_team,free_kicks_home_team,handballs_away_team,handballs_home_team,home_goals,home_goals_details,home_manager,home_team,offsides_away_team,offsides_home_team,penalties_away_team,penalties_home_team,red_cards_away_team,red_cards_home_team,referee,result,saves_away_team,saves_home_team,season,shots_off_target_away_team,shots_off_target_home_team,shots_on_target_away_team,shots_on_target_home_team,throw_ins_away_team,throw_ins_home_team,total_shots_away_team,total_shots_home_team,venue,yellow_cards_away_team,yellow_cards_home_team
0,2,20341,0,,Roy Hodgson,West Brom,3,4,15,19,8,2,15,10,Saturday 17 September 2011,9,4,3,8,0,0,3,"Scott Sinclair (14 Pen),Leroy Lita (24),Nathan Dyer (49)",Brendan Rodgers,Swansea,2,0,0,1,0,0,Martin Atkinson,3-0,1,5,2011-2012,5,3,5,4,18,16,10,7,Liberty Stadium,2,1
2,0,24189,3,"Joey Barton (8),Alejandro Faurlin (10),DJ Campbell (87)",Neil Warnock,QPR,5,3,46,24,8,3,11,23,Saturday 17 September 2011,13,15,12,10,0,0,0,,Mick McCarthy,Wolves,5,1,0,0,0,0,Anthony Taylor,0-3,2,7,2011-2012,7,8,10,2,19,29,17,10,Molineux Stadium,3,2
3,2,22637,3,"Gervinho (10),Mikel Arteta (34),Marouane Chamakh (85)",Arsène Wenger,Arsenal,1,7,9,42,13,2,30,10,Saturday 17 September 2011,11,14,14,11,2,1,4,"Yakubu (25, 59),Alexandre Song (50 OG),Laurent Koscielny (68 OG)",Steve Kean,Blackburn,1,2,0,0,0,0,Andre Marriner,4-3,2,5,2011-2012,7,3,11,4,22,15,18,7,Ewood Park,1,2
0,0,16211,0,,Alan Pardew,Newcastle,3,2,37,34,4,6,18,23,Monday 12 September 2011,16,10,7,15,2,1,0,,Neil Warnock,QPR,0,3,0,0,0,0,Phil Dowd,0-0,2,1,2011-2012,5,9,1,4,27,13,6,13,Loftus Road Stadium,3,1
1,1,24856,1,Rubén Rochina (32),Steve Kean,Blackburn,6,3,51,28,2,11,10,35,Sunday 11 September 2011,13,8,7,10,1,1,1,Bobby Zamora (38),Martin Jol,Fulham,0,2,0,0,0,0,Howard Webb,1-1,2,2,2011-2012,5,5,3,3,22,27,8,8,Craven Cottage,1,3
0,0,26158,1,Peter Odemwingie (3),Roy Hodgson,West Brom,3,2,37,25,3,1,10,33,Sunday 11 September 2011,11,13,12,9,1,2,0,,Paul Lambert,Norwich,3,0,1,0,0,0,Mark Halsey,0-1,3,5,2011-2012,6,12,6,3,18,35,12,15,Carrow Road,2,1
3,0,25944,5,"Javier Hernández (5, 58),Wayne Rooney (20, 25, 68)",Alex Ferguson,Man Utd,6,2,37,14,7,5,13,24,Saturday 10 September 2011,1,15,13,1,0,0,0,,Owen Coyle,Bolton,5,0,0,0,0,0,Andre Marriner,0-5,5,2,2011-2012,3,10,8,6,22,24,11,16,Macron Stadium,0,2
0,0,60087,0,,Brendan Rodgers,Swansea,5,4,22,27,5,4,16,19,Saturday 10 September 2011,8,10,7,7,1,0,1,Andrey Arshavin (40),Arsène Wenger,Arsenal,2,1,0,0,0,0,Stuart Attwell,1-0,2,2,2011-2012,6,9,2,4,15,22,8,13,Emirates Stadium,2,3
2,1,32736,2,"Stilian Petrov (63),Gabriel Agbonlahor (83)",Alex McLeish,Aston Villa,6,2,32,23,0,8,8,20,Saturday 10 September 2011,12,13,12,11,1,1,2,"Leon Osman (19),Leighton Baines (69 Pen)",David Moyes,Everton,6,0,0,1,0,0,Michael Oliver,2-2,5,1,2011-2012,4,7,3,8,24,25,7,15,Goodison Park,1,1
0,3,46509,0,,Roberto Martinez,Wigan,4,4,9,17,3,8,12,11,Saturday 10 September 2011,9,6,6,8,0,0,3,"Sergio Agüero (13, 63, 69)",Roberto Mancini,Man City,0,2,0,1,0,0,Martin Atkinson,3-0,4,3,2011-2012,4,14,3,7,18,15,7,21,Etihad Stadium,0,0
0,0,27592,0,,Kenny Dalglish,Liverpool,1,8,15,70,12,2,27,10,Saturday 10 September 2011,14,13,13,12,1,0,1,Jonathan Walters (21 Pen),Tony Pulis,Stoke,1,5,0,1,0,0,Mark Clattenburg,1-0,0,6,2011-2012,9,1,7,1,43,17,16,2,Britannia Stadium,1,0
1,1,36699,2,"John Terry (18),Daniel Sturridge (50)",Andre Villas-Boas,Chelsea,3,6,35,24,7,4,14,20,Saturday 10 September 2011,3,7,6,3,0,0,1,Dong-Won Ji (90+1),Steve Bruce,Sunderland,3,3,0,0,0,0,Lee Probert,1-2,2,3,2011-2012,8,7,5,3,23,19,13,10,Stadium of Light,1,1
2,0,25274,2,"Emmanuel Adebayor (67),Jermain Defoe (80)",Harry Redknapp,Spurs,0,4,30,27,10,4,15,15,Saturday 10 September 2011,12,6,5,12,0,0,0,,Mick McCarthy,Wolves,1,2,0,0,0,0,Peter Walton,0-2,5,3,2011-2012,6,4,5,6,19,26,11,10,Molineux Stadium,2,3
2,6,75448,2,"Theo Walcott (45+3),Robin van Persie (74)",Arsène Wenger,Arsenal,1,6,23,21,5,3,9,15,Sunday 28 August 2011,8,9,8,5,1,0,8,"Danny Welbeck (22),Ashley Young (28, 90+1),Wayne Rooney (41, 64, 82 Pen),Nani (67),Park Ji-Sung (70)",Alex Ferguson,Man Utd,0,7,1,1,1,0,Howard Webb,8-2,6,6,2011-2012,6,10,8,14,16,12,14,24,Old Trafford,2,2
1,0,22909,1,Ryan Shotton (89),Tony Pulis,Stoke,3,0,45,17,1,5,15,19,Sunday 28 August 2011,11,10,11,10,0,1,0,,Roy Hodgson,West Brom,0,4,0,0,0,0,Mike Dean,0-1,4,0,2011-2012,4,9,1,4,16,28,5,13,The Hawthorns,0,0
5,1,36150,5,"Edin Dzeko (34, 41, 55, 90+3),Sergio Agüero (60)",Roberto Mancini,Man City,10,3,24,27,5,9,15,17,Sunday 28 August 2011,11,14,14,8,2,3,1,Younes Kaboul (68),Harry Redknapp,Spurs,3,1,0,0,0,0,Phil Dowd,1-5,4,5,2011-2012,10,6,9,5,20,22,19,11,White Hart Lane,4,2
1,1,42684,1,Clint Dempsey (88),Martin Jol,Fulham,3,4,28,36,6,6,17,13,Sunday 28 August 2011,9,19,17,7,0,0,2,"Leon Best (48, 66)",Alan Pardew,Newcastle,3,4,0,0,0,0,Kevin Friend,2-1,4,4,2011-2012,7,3,6,6,29,19,13,9,St. James' Park,1,2
0,2,44725,1,Ivan Klasnic (90+2),Owen Coyle,Bolton,6,3,44,25,6,12,15,20,Saturday 27 August 2011,8,5,3,6,1,0,3,"Jordan Henderson (15),Martin Skrtel (52),Charlie Adam (53)",Kenny Dalglish,Liverpool,0,3,0,0,0,0,Lee Probert,3-1,3,2,2011-2012,4,8,3,6,16,28,7,14,Anfield,2,0
0,0,22826,1,Mikel Arteta (90+2 Pen),David Moyes,Everton,7,3,43,40,4,5,16,20,Saturday 27 August 2011,15,17,15,11,2,0,0,,Steve Kean,Blackburn,4,3,1,2,0,0,Lee Mason,0-1,7,2,2011-2012,5,7,3,7,27,24,8,14,Ewood Park,1,5
0,1,41765,1,Grant Holt (63),Paul Lambert,Norwich,3,1,30,22,6,8,12,30,Saturday 27 August 2011,15,17,15,11,0,0,3,"José Bosingwa (6),Frank Lampard (82 Pen),Juan Mata (90+11)",Andre Villas-Boas,Chelsea,6,2,0,1,1,0,Michael Jones,3-1,4,5,2011-2012,4,8,6,7,18,21,10,15,Stamford Bridge,2,2
0,0,19938,0,,Steve Bruce,Sunderland,4,6,41,23,4,7,19,16,Saturday 27 August 2011,10,7,7,10,0,0,0,,Brendan Rodgers,Swansea,0,1,0,0,0,0,Mark Halsey,0-0,3,2,2011-2012,4,10,2,3,24,24,6,13,Liberty Stadium,1,1
0,1,17225,0,,Neil Warnock,QPR,5,5,25,25,7,8,12,15,Saturday 27 August 2011,8,14,11,5,0,0,2,"Franco Di Santo (41, 66)",Roberto Martinez,Wigan,0,1,0,0,0,0,Michael Oliver,2-0,3,4,2011-2012,10,2,4,5,31,19,14,7,DW Stadium,0,2
0,0,30776,0,,Mick McCarthy,Wolves,4,3,39,23,8,11,15,20,Saturday 27 August 2011,11,11,11,9,2,1,0,,Alex McLeish,Aston Villa,1,2,0,0,0,0,Martin Atkinson,0-0,3,2,2011-2012,2,11,2,3,24,28,4,14,Villa Park,3,1
0,3,75498,0,,Harry Redknapp,Spurs,8,5,26,27,3,11,9,24,Monday 22 August 2011,9,13,12,9,0,1,3,"Danny Welbeck (61),Anderson (76),Wayne Rooney (87)",Alex Ferguson,Man Utd,2,1,0,0,0,0,Lee Probert,3-0,11,9,2011-2012,7,5,9,14,25,19,16,19,Old Trafford,2,1
3,2,24273,3,"David Silva (26),Gareth Barry (37),Edin Dzeko (47)",Roberto Mancini,Man City,2,3,40,29,8,7,20,18,Sunday 21 August 2011,17,19,19,16,3,0,2,"Ivan Klasnic (39),Kevin Davies (63)",Owen Coyle,Bolton,4,2,0,0,0,0,Michael Jones,2-3,1,4,2011-2012,8,2,7,3,26,18,15,5,Macron Stadium,0,2
0,0,22657,0,,Martin Jol,Fulham,3,3,34,20,8,7,13,18,Sunday 21 August 2011,11,7,7,11,1,0,2,"Kevin Doyle (42),Matthew Jarvis (45+1)",Mick McCarthy,Wolves,1,3,0,0,0,0,Mike Dean,2-0,4,4,2011-2012,5,11,4,6,20,25,9,17,Molineux Stadium,2,2
1,1,26272,1,Kenwyne Jones (90+4),Tony Pulis,Stoke,4,4,44,32,6,3,20,22,Sunday 21 August 2011,12,13,11,12,0,0,1,Ritchie de Laet (37),Paul Lambert,Norwich,0,3,1,0,0,1,Neil Swarbrick,1-1,3,4,2011-2012,9,2,5,3,19,23,14,5,Carrow Road,2,0
0,2,41091,1,Shane Long (4),Roy Hodgson,West Brom,7,0,25,15,4,7,10,33,Saturday 20 August 2011,9,15,15,8,0,1,2,"Nicolas Anelka (53),Florent Malouda (83)",Andre Villas-Boas,Chelsea,6,1,0,0,0,0,Lee Mason,2-1,6,3,2011-2012,2,8,4,8,15,27,6,16,Stamford Bridge,4,2
1,2,32319,1,Morten Gamst Pedersen (52),Steve Kean,Blackburn,1,4,30,26,4,5,18,13,Saturday 20 August 2011,13,9,8,13,0,0,3,"Gabriel Agbonlahor (12),Emile Heskey (25),Darren Bent (67)",Alex McLeish,Aston Villa,4,1,0,0,0,0,Stuart Attwell,3-1,2,1,2011-2012,6,4,2,5,34,30,8,9,Villa Park,0,3
1,0,35008,1,Tommy Smith (31),Neil Warnock,QPR,2,2,38,14,1,2,5,24,Saturday 20 August 2011,7,12,11,3,0,0,0,,David Moyes,Everton,1,4,0,0,0,0,Kevin Friend,0-1,4,0,2011-2012,1,8,1,4,19,33,2,12,Goodison Park,1,1
0,0,19028,0,,Roberto Martinez,Wigan,1,1,37,13,7,7,8,20,Saturday 20 August 2011,19,9,8,18,0,1,0,,Brendan Rodgers,Swansea,1,2,1,0,0,0,Phil Dowd,0-0,4,3,2011-2012,6,8,3,4,11,24,9,12,Liberty Stadium,3,0
1,0,60090,2,"Aaron Ramsey (78 OG),Luis Suárez (90)",Kenny Dalglish,Liverpool,4,2,22,35,5,9,20,16,Saturday 20 August 2011,8,10,10,7,1,0,0,,Arsène Wenger,Arsenal,6,0,0,0,0,1,Martin Atkinson,0-2,3,5,2011-2012,6,5,6,4,26,25,12,9,Emirates Stadium,2,1
0,0,47751,1,Ryan Taylor (62),Alan Pardew,Newcastle,3,1,38,25,6,8,10,23,Saturday 20 August 2011,9,17,15,7,2,0,0,,Steve Bruce,Sunderland,2,0,0,0,0,1,Howard Webb,0-1,3,5,2011-2012,5,9,6,3,25,28,11,12,Stadium of Light,3,2
0,3,46802,0,,Brendan Rodgers,Swansea,6,2,27,18,4,7,11,14,Monday 15 August 2011,3,10,10,2,0,0,4,"Edin Dzeko (57),Sergio Agüero (68, 90+1),David Silva (71)",Roberto Mancini,Man City,1,4,0,0,0,0,Mike Dean,4-0,12,3,2011-2012,3,9,3,15,18,24,6,24,Etihad Stadium,0,0
1,1,25360,2,"Wayne Rooney (13),Steven Reid (81 OG)",Alex Ferguson,Man Utd,6,4,30,29,5,6,26,11,Sunday 14 August 2011,11,19,19,10,1,1,1,Shane Long (37),Roy Hodgson,West Brom,0,1,0,0,0,0,Michael Jones,1-2,2,0,2011-2012,6,7,1,4,20,17,7,11,The Hawthorns,2,3
0,0,27421,0,,Andre Villas-Boas,Chelsea,2,4,26,40,6,4,21,17,Sunday 14 August 2011,12,13,11,12,0,0,0,,Tony Pulis,Stoke,5,1,0,0,0,0,Mark Halsey,0-0,1,7,2011-2012,8,3,7,1,21,23,15,4,Britannia Stadium,2,2
0,0,46894,0,,Arsène Wenger,Arsenal,2,3,27,31,5,2,17,18,Saturday 13 August 2011,11,10,9,10,0,0,0,,Alan Pardew,Newcastle,1,3,0,0,1,0,Peter Walton,0-0,1,1,2011-2012,6,5,2,1,22,24,8,6,St. James' Park,5,3
1,1,21996,2,"Steven Fletcher (22),Stephen Ward (47)",Mick McCarthy,Wolves,6,1,25,33,6,12,23,20,Saturday 13 August 2011,11,13,12,10,0,0,1,Mauro Formica (20),Steve Kean,Blackburn,1,0,1,0,0,0,Kevin Friend,1-2,1,2,2011-2012,10,8,4,2,29,31,14,10,Ewood Park,2,4
0,0,25700,0,,Alex McLeish,Aston Villa,4,1,43,25,3,2,17,19,Saturday 13 August 2011,19,10,11,18,0,0,0,,Martin Jol,Fulham,4,5,0,0,0,0,Lee Mason,0-0,5,1,2011-2012,5,5,1,5,23,30,6,10,Craven Cottage,4,2
1,1,45018,1,Sebastian Larsson (57),Steve Bruce,Sunderland,1,1,32,17,3,6,17,15,Saturday 13 August 2011,13,17,15,12,1,0,1,Luis Suárez (12),Kenny Dalglish,Liverpool,2,1,0,1,0,0,Phil Dowd,1-1,2,4,2011-2012,9,10,4,3,18,26,13,13,Anfield,4,4
3,0,15195,4,"Gary Cahill (45+2),Danny Gabbidon (67 OG),Ivan Klasnic (70),Fabrice Muamba (79)",Owen Coyle,Bolton,6,7,38,45,2,3,8,11,Saturday 13 August 2011,16,9,8,14,0,0,0,,Neil Warnock,QPR,1,2,0,0,0,1,Martin Atkinson,0-4,2,2,2011-2012,6,7,5,3,26,27,11,10,Loftus Road Stadium,2,0
0,0,17454,1,Wes Hoolahan (45),Paul Lambert,Norwich,5,2,19,48,3,7,19,17,Saturday 13 August 2011,8,12,12,7,0,0,1,Ben Watson (21 Pen),Roberto Martinez,Wigan,5,0,0,1,0,0,Stuart Attwell,1-1,5,1,2011-2012,9,8,2,7,26,28,11,15,DW Stadium,2,2
assists_away_team,assists_home_team,attendance,away_goals,away_goals_details,away_manager,away_team,blocks_away_team,blocks_home_team,clearances_away_team,clearances_home_team,corners_away_team,corners_home_team,crosses_away_team,crosses_home_team,date,fouls_away_team,fouls_home_team,free_kicks_away_team,free_kicks_home_team,handballs_away_team,handballs_home_team,home_goals,home_goals_details,home_manager,home_team,offsides_away_team,offsides_home_team,penalties_away_team,penalties_home_team,red_cards_away_team,red_cards_home_team,referee,result,saves_away_team,saves_home_team,season,shots_off_target_away_team,shots_off_target_home_team,shots_on_target_away_team,shots_on_target_home_team,throw_ins_away_team,throw_ins_home_team,total_shots_away_team,total_shots_home_team,venue,yellow_cards_away_team,yellow_cards_home_team
0,1,42785,0,,Kenny Dalglish,Liverpool,5,3,11,21,5,4,8,10,Sunday 22 May 2011,11,14,13,10,0,0,1,Stewart Downing (33),Gerard Houllier,Aston Villa,5,2,0,0,0,0,Lee Probert,1-0,2,2,2010-2011,6,1,3,3,27,29,9,4,Villa Park,2,2
1,0,26285,2,"Joleon Lescott (43),Edin Dzeko (62)",Roberto Mancini,Man City,5,2,51,22,4,6,13,21,Sunday 22 May 2011,11,13,13,9,0,1,0,,Owen Coyle,Bolton,1,0,0,0,0,1,Chris Foy,0-2,3,5,2010-2011,8,8,7,2,24,30,15,10,Macron Stadium,1,1
0,1,38712,0,,Carlo Ancelotti,Chelsea,2,5,22,32,5,6,25,18,Sunday 22 May 2011,16,12,12,14,0,0,1,Jermaine Beckford (74),David Moyes,Everton,5,2,0,0,0,1,Peter Walton,1-0,1,5,2010-2011,9,8,5,2,20,7,14,10,Goodison Park,2,2
2,2,25674,2,"Robin van Persie (29),Theo Walcott (89)",Arsène Wenger,Arsenal,1,1,30,27,3,5,20,17,Sunday 22 May 2011,7,14,12,6,0,0,2,"Steve Sidwell (26),Bobby Zamora (56)",Mark Hughes,Fulham,2,4,0,0,0,1,Martin Atkinson,2-2,1,3,2010-2011,7,5,5,3,17,17,12,8,Craven Cottage,1,2
1,2,75400,2,"Charlie Adam (40),Gary Taylor-Fletcher (57)",Ian Holloway,Blackpool,4,5,25,20,8,8,21,22,Sunday 22 May 2011,6,9,7,6,0,0,4,"Park Ji-Sung (21),Anderson (62),Ian Evatt (74 OG),Michael Owen (81)",Alex Ferguson,Man Utd,1,3,0,0,0,0,Mike Dean,4-2,4,2,2010-2011,6,9,5,7,17,16,11,16,Old Trafford,1,2
3,2,51678,3,"Somen Tchoyi (62, 71, 90)",Roy Hodgson,West Brom,2,2,21,13,6,7,8,25,Sunday 22 May 2011,9,3,3,8,1,0,3,"Steven Taylor (16),Peter Løvenkrands (39),Jonas Olsson (47 OG)",Alan Pardew,Newcastle,5,3,0,0,0,0,Mark Halsey,3-3,5,1,2010-2011,8,5,7,8,24,18,15,13,St. James' Park,0,0
1,0,27566,1,Hugo Rodallega (78),Roberto Martinez,Wigan,1,6,40,20,3,5,6,15,Sunday 22 May 2011,10,10,10,9,1,0,0,,Tony Pulis,Stoke,3,2,0,0,0,0,Andre Marriner,0-1,5,3,2010-2011,2,6,4,6,27,38,6,12,Britannia Stadium,4,1
0,1,36119,1,Craig Gardner (79),Alex McLeish,Birmingham,10,1,19,37,5,7,10,21,Sunday 22 May 2011,16,8,7,16,1,3,2,"Roman Pavlyuchenko (49, 90+3)",Harry Redknapp,Spurs,1,2,0,0,0,0,Mark Clattenburg,2-1,5,1,2010-2011,4,6,2,7,19,26,6,13,White Hart Lane,4,0
3,0,32792,3,"Boudewijn Zenden (17),Stéphane Sessegnon (51),Cristian Riveros (90+3)",Steve Bruce,Sunderland,4,3,30,17,6,4,10,24,Sunday 22 May 2011,8,9,8,4,1,0,0,,Kevin Keen,West Ham,0,4,0,0,0,0,Anthony Taylor,0-3,9,9,2010-2011,5,6,12,9,20,24,17,15,Boleyn Ground,2,0
2,2,29009,3,"Jason Roberts (22),Brett Emerton (38),Junior Hoilett (45+1)",Steve Kean,Blackburn,3,1,64,26,3,8,11,34,Sunday 22 May 2011,10,13,11,10,0,0,2,"Jamie O'Hara (73),Stephen Hunt (87)",Mick McCarthy,Wolves,2,2,0,0,0,0,Howard Webb,2-3,2,6,2010-2011,5,8,9,4,22,40,14,12,Molineux Stadium,1,3
0,2,45103,0,,Tony Pulis,Stoke,5,2,18,32,3,3,14,9,Tuesday 17 May 2011,9,7,7,7,0,1,3,"Carlos Tévez (14, 65),Joleon Lescott (53)",Roberto Mancini,Man City,4,0,0,0,0,0,Lee Probert,3-0,2,1,2010-2011,3,9,1,5,21,20,4,14,Etihad Stadium,3,0
2,0,60023,2,"Darren Bent (11, 15)",Gerard Houllier,Aston Villa,10,0,42,13,2,13,5,27,Sunday 15 May 2011,10,9,9,9,0,0,1,Robin van Persie (89),Arsène Wenger,Arsenal,3,5,0,0,0,0,Michael Oliver,1-2,5,3,2010-2011,3,8,5,6,17,22,8,14,Emirates Stadium,4,1
1,0,27759,2,"Brede Hangeland (5, 49)",Mark Hughes,Fulham,2,4,63,30,4,5,15,25,Sunday 15 May 2011,16,7,7,16,1,0,0,,Alex McLeish,Birmingham,0,5,0,0,0,0,Peter Walton,0-2,1,7,2010-2011,7,8,9,1,23,31,16,9,St. Andrew's Stadium,5,0
0,0,44893,2,"Rafael van der Vaart (9),Luka Modric (56 Pen)",Harry Redknapp,Spurs,3,3,61,16,5,11,8,27,Sunday 15 May 2011,8,13,12,7,1,0,0,,Kenny Dalglish,Liverpool,0,2,1,0,0,0,Howard Webb,0-2,3,1,2010-2011,4,9,3,3,20,30,7,12,Anfield,1,2
2,1,22043,2,"Demba Ba (12, 26)",Avram Grant,West Ham,8,7,35,18,5,9,14,16,Sunday 15 May 2011,10,7,6,7,0,0,3,"Charles N'Zogbia (57, 90+4),Conor Sammon (68)",Roberto Martinez,Wigan,2,0,0,0,0,0,Mike Dean,3-2,9,4,2010-2011,4,9,9,12,16,33,13,21,DW Stadium,2,1
2,2,41739,2,"Jonás Gutiérrez (10),Steven Taylor (90+2)",Alan Pardew,Newcastle,6,6,31,20,4,7,13,20,Sunday 15 May 2011,13,18,11,12,0,1,2,"Branislav Ivanovic (2),Alex (83)",Carlo Ancelotti,Chelsea,3,2,0,0,0,0,Lee Mason,2-2,0,3,2010-2011,5,8,4,2,13,19,9,10,Stamford Bridge,3,4
0,1,29867,1,Wayne Rooney (73 Pen),Alex Ferguson,Man Utd,0,4,22,31,6,2,23,9,Saturday 14 May 2011,11,11,10,10,0,0,1,Brett Emerton (20),Steve Kean,Blackburn,1,0,1,0,0,0,Phil Dowd,1-1,1,1,2010-2011,5,4,2,2,33,10,7,6,Ewood Park,0,3
2,3,15979,3,"Kevin Davies (6),Matthew Taylor (24),Daniel Sturridge (53)",Owen Coyle,Bolton,3,5,27,50,6,4,16,20,Saturday 14 May 2011,13,16,11,11,1,0,4,"DJ Campbell (9, 45),Jason Puncheon (19),Charlie Adam (63)",Ian Holloway,Blackpool,3,7,0,0,0,0,Andre Marriner,4-3,1,3,2010-2011,8,3,6,5,29,21,14,8,Bloomfield Road,4,2
3,1,41273,3,"Jody Craddock (22),Steven Fletcher (54),George Elokobi (78)",Mick McCarthy,Wolves,5,3,42,24,5,5,21,24,Saturday 14 May 2011,22,8,8,21,2,0,1,Stéphane Sessegnon (34),Steve Bruce,Sunderland,4,1,0,0,0,0,Michael Jones,1-3,3,0,2010-2011,5,5,4,4,26,23,9,9,Stadium of Light,0,0
0,1,25838,0,,David Moyes,Everton,4,8,20,38,12,3,31,14,Saturday 14 May 2011,9,15,14,8,0,0,1,Youssouf Mulumbu (10),Roy Hodgson,West Brom,2,4,0,0,1,0,Anthony Taylor,1-0,2,2,2010-2011,12,7,2,4,20,16,14,11,The Hawthorns,2,2
0,0,47029,0,,Harry Redknapp,Spurs,3,6,33,53,8,2,29,10,Tuesday 10 May 2011,9,7,6,8,1,0,1,Peter Crouch (30 OG),Roberto Mancini,Man City,1,3,0,0,0,0,Mike Dean,1-0,2,2,2010-2011,7,3,3,3,29,23,10,6,Etihad Stadium,1,1
3,1,25693,5,"Maxi Rodríguez (1, 7, 70),Dirk Kuyt (16),Luis Suárez (75)",Kenny Dalglish,Liverpool,2,1,31,47,5,6,13,19,Monday 9 May 2011,12,17,17,10,0,0,2,"Mousa Dembélé (57),Steve Sidwell (86)",Mark Hughes,Fulham,1,1,0,0,0,0,Lee Mason,2-5,1,3,2010-2011,7,3,9,4,25,35,16,7,Craven Cottage,2,5
1,2,75445,1,Frank Lampard (68),Carlo Ancelotti,Chelsea,3,4,21,26,2,7,17,15,Sunday 8 May 2011,16,13,11,16,2,0,2,"Javier Hernández (1),Nemanja Vidic (23)",Alex Ferguson,Man Utd,3,3,0,0,0,0,Howard Webb,2-1,2,6,2010-2011,9,5,7,5,27,16,16,10,Old Trafford,4,2
1,1,27478,1,Robin van Persie (81),Arsène Wenger,Arsenal,1,4,23,31,5,2,20,10,Sunday 8 May 2011,11,7,6,11,0,0,3,"Kenwyne Jones (28),Jermaine Pennant (40),Jonathan Walters (82)",Tony Pulis,Stoke,1,2,0,0,0,0,Mark Halsey,3-1,2,2,2010-2011,11,6,3,5,18,15,14,11,Britannia Stadium,2,1
0,3,28510,1,Peter Odemwingie (54 Pen),Roy Hodgson,West Brom,3,3,22,26,4,8,17,19,Sunday 8 May 2011,8,10,7,6,1,0,3,"Steven Fletcher (15, 47),Adlène Guédioura (28)",Mick McCarthy,Wolves,2,5,1,0,0,0,Mike Dean,3-1,4,3,2010-2011,8,4,4,7,32,19,12,11,Molineux Stadium,1,3
0,1,35585,1,Charlie Adam (76 Pen),Ian Holloway,Blackpool,9,4,47,46,6,7,7,37,Saturday 7 May 2011,13,8,5,13,1,2,1,Jermain Defoe (89),Harry Redknapp,Spurs,1,1,2,0,0,0,Lee Probert,1-1,5,5,2010-2011,6,9,6,6,27,34,12,15,White Hart Lane,2,3
1,1,36293,1,Charles N'Zogbia (10),Roberto Martinez,Wigan,2,2,20,17,5,2,6,18,Saturday 7 May 2011,12,6,6,12,0,0,1,Ashley Young (17),Gerard Houllier,Aston Villa,0,0,0,0,0,0,Michael Jones,1-1,4,1,2010-2011,4,4,2,5,34,30,6,9,Villa Park,0,2
2,1,22597,2,"Boudewijn Zenden (45+1),Sulley Ali Muntari (90+3)",Steve Bruce,Sunderland,4,2,43,38,5,5,8,16,Saturday 7 May 2011,12,15,14,10,1,1,1,Ivan Klasnic (87),Owen Coyle,Bolton,1,1,0,0,0,0,Kevin Friend,1-2,3,2,2010-2011,4,10,4,5,32,34,8,15,Macron Stadium,0,1
1,2,37351,1,Yaya Touré (28),Roberto Mancini,Man City,4,4,40,31,6,11,17,24,Saturday 7 May 2011,16,16,15,15,1,2,2,"Sylvain Distin (65),Leon Osman (72)",David Moyes,Everton,1,1,0,0,0,0,Phil Dowd,2-1,2,2,2010-2011,5,3,3,4,22,35,8,7,Goodison Park,2,4
1,1,47409,1,Lee Bowyer (45),Alex McLeish,Birmingham,1,2,31,29,2,8,10,26,Saturday 7 May 2011,13,11,10,12,1,0,2,"Shola Ameobi (36 Pen),Steven Taylor (43)",Alan Pardew,Newcastle,4,4,0,1,1,0,Chris Foy,2-1,7,0,2010-2011,3,8,1,10,17,18,4,18,St. James' Park,4,1
1,1,33789,1,Jason Roberts (12),Steve Kean,Blackburn,10,1,57,43,3,7,10,29,Saturday 7 May 2011,17,9,9,16,3,1,1,Thomas Hitzlsperger (78),Avram Grant,West Ham,2,6,0,0,0,0,Peter Walton,1-1,4,2,2010-2011,6,10,3,5,21,34,9,15,Boleyn Ground,0,3
0,1,44511,1,Demba Ba (33),Avram Grant,West Ham,4,3,24,21,5,9,11,18,Sunday 1 May 2011,8,13,13,8,1,0,2,"Nigel de Jong (10),Pablo Zabaleta (15)",Roberto Mancini,Man City,2,5,0,0,0,0,Howard Webb,2-1,6,2,2010-2011,3,8,3,9,21,13,6,17,Etihad Stadium,1,3
0,1,60107,0,,Alex Ferguson,Man Utd,2,3,23,28,6,3,19,26,Sunday 1 May 2011,8,16,12,7,1,1,1,Aaron Ramsey (56),Arsène Wenger,Arsenal,4,2,0,0,0,0,Chris Foy,1-0,1,4,2010-2011,5,6,4,2,26,19,9,8,Emirates Stadium,3,2
0,0,26072,1,Steven Fletcher (7 Pen),Mick McCarthy,Wolves,1,4,20,31,2,0,33,10,Sunday 1 May 2011,17,12,11,14,3,1,1,Sebastian Larsson (27),Alex McLeish,Birmingham,3,1,1,0,0,1,Kevin Friend,1-1,0,1,2010-2011,5,6,2,1,27,28,7,7,St. Andrew's Stadium,3,2
0,1,44923,0,,Alan Pardew,Newcastle,4,3,14,20,12,3,28,13,Sunday 1 May 2011,10,16,15,9,0,1,3,"Maxi Rodríguez (10),Dirk Kuyt (59 Pen),Luis Suárez (65)",Kenny Dalglish,Liverpool,0,4,0,1,0,0,Peter Walton,3-0,2,1,2010-2011,7,5,1,5,24,17,8,10,Anfield,2,1
